Electricity.Timestep;Time;Sum [kWh]
0;2010/7/1 0:00;0.06087193205329375
60;2010/7/1 1:00;0.05323211284061765
120;2010/7/1 2:00;0.06845996244714612
180;2010/7/1 3:00;0.045834442035905684
240;2010/7/1 4:00;0.06995556959986764
300;2010/7/1 5:00;0.06835933188259151
360;2010/7/1 6:00;0.33143667600668014
420;2010/7/1 7:00;0.2993049257148514
480;2010/7/1 8:00;0.04631088488806322
540;2010/7/1 9:00;0.06761354167281049
600;2010/7/1 10:00;0.06774432551624768
660;2010/7/1 11:00;0.05422215833487428
720;2010/7/1 12:00;0.060519576037323365
780;2010/7/1 13:00;0.1338809148804981
840;2010/7/1 14:00;0.2922742741262832
900;2010/7/1 15:00;0.2029048736186591
960;2010/7/1 16:00;0.3804881541618407
1020;2010/7/1 17:00;1.7272925295640964
1080;2010/7/1 18:00;1.377705463644671
1140;2010/7/1 19:00;0.7908821525276116
1200;2010/7/1 20:00;0.2539074741212689
1260;2010/7/1 21:00;0.31271809562014347
1320;2010/7/1 22:00;0.31400012419742107
1380;2010/7/1 23:00;0.12326323506508617
1440;2010/7/2 0:00;0.06132008504779681
1500;2010/7/2 1:00;0.06615981702189107
1560;2010/7/2 2:00;0.047113028918786
1620;2010/7/2 3:00;0.0653035095357522
1680;2010/7/2 4:00;0.17457172745204447
1740;2010/7/2 5:00;0.3633523238547299
1800;2010/7/2 6:00;0.20113382893771567
1860;2010/7/2 7:00;0.8461557062427715
1920;2010/7/2 8:00;0.3073844509164765
1980;2010/7/2 9:00;0.06024886730183446
2040;2010/7/2 10:00;0.0514715973158557
2100;2010/7/2 11:00;0.06610683094633218
2160;2010/7/2 12:00;0.2006080929550119
2220;2010/7/2 13:00;0.28406817272627977
2280;2010/7/2 14:00;0.2599715109372219
2340;2010/7/2 15:00;0.3015225339879004
2400;2010/7/2 16:00;0.26051353622532497
2460;2010/7/2 17:00;0.7288123469532491
2520;2010/7/2 18:00;0.30116802286667604
2580;2010/7/2 19:00;1.2267125817133884
2640;2010/7/2 20:00;0.47113090346085457
2700;2010/7/2 21:00;0.3238309668703419
2760;2010/7/2 22:00;0.08679681362299212
2820;2010/7/2 23:00;0.07130449423971938
2880;2010/7/3 0:00;0.04632903286059735
2940;2010/7/3 1:00;0.07211585527487069
3000;2010/7/3 2:00;0.04571779751864403
3060;2010/7/3 3:00;0.07172966044686634
3120;2010/7/3 4:00;0.1775237824198141
3180;2010/7/3 5:00;0.33925394298585443
3240;2010/7/3 6:00;1.4207221922768472
3300;2010/7/3 7:00;0.8784182371666689
3360;2010/7/3 8:00;0.3228318536918452
3420;2010/7/3 9:00;0.38359146550998596
3480;2010/7/3 10:00;2.013638338677025
3540;2010/7/3 11:00;2.0317058936330215
3600;2010/7/3 12:00;0.21726061276908143
3660;2010/7/3 13:00;0.2170973769193315
3720;2010/7/3 14:00;0.2126375200725654
3780;2010/7/3 15:00;0.1617563151272015
3840;2010/7/3 16:00;0.30249306792046626
3900;2010/7/3 17:00;0.21000671831815798
3960;2010/7/3 18:00;0.7736947088758199
4020;2010/7/3 19:00;1.202975634730517
4080;2010/7/3 20:00;0.39816577371377504
4140;2010/7/3 21:00;0.9970090771532505
4200;2010/7/3 22:00;0.20491007765378727
4260;2010/7/3 23:00;0.20587423927667045
4320;2010/7/4 0:00;0.04587239762174921
4380;2010/7/4 1:00;0.06816815679745833
4440;2010/7/4 2:00;0.06004366175575721
4500;2010/7/4 3:00;0.055310178606670195
4560;2010/7/4 4:00;0.06915124017548309
4620;2010/7/4 5:00;0.2063151884629917
4680;2010/7/4 6:00;0.28588060170704155
4740;2010/7/4 7:00;1.9442830085972458
4800;2010/7/4 8:00;0.47491334000858315
4860;2010/7/4 9:00;1.4603729502891016
4920;2010/7/4 10:00;0.562641055772417
4980;2010/7/4 11:00;0.15338744967240198
5040;2010/7/4 12:00;1.1566999626960541
5100;2010/7/4 13:00;1.3849162643033808
5160;2010/7/4 14:00;0.5263048758844268
5220;2010/7/4 15:00;0.761504165481361
5280;2010/7/4 16:00;0.3980626988110375
5340;2010/7/4 17:00;0.31629918734672613
5400;2010/7/4 18:00;0.3627848712345538
5460;2010/7/4 19:00;1.2938970633948792
5520;2010/7/4 20:00;1.030924970967158
