Electricity.Timestep;Time;Sum [kWh]
0;2010/7/1 0:00;0.10707063344622986
60;2010/7/1 1:00;0.1215814048402594
120;2010/7/1 2:00;0.12326129428055649
180;2010/7/1 3:00;0.1043775458372407
240;2010/7/1 4:00;0.1121051123657907
300;2010/7/1 5:00;0.12262065491317312
360;2010/7/1 6:00;0.10722234177886229
420;2010/7/1 7:00;0.11650097961207116
480;2010/7/1 8:00;0.6766004495742345
540;2010/7/1 9:00;0.12030715652132798
600;2010/7/1 10:00;0.10959239295708266
660;2010/7/1 11:00;0.11413578191174727
720;2010/7/1 12:00;0.11398980859826977
780;2010/7/1 13:00;0.12415464797133577
840;2010/7/1 14:00;0.11403548853009599
900;2010/7/1 15:00;0.10674239993154122
960;2010/7/1 16:00;0.1175645713304972
1020;2010/7/1 17:00;0.2803926967459541
1080;2010/7/1 18:00;0.9299798286854061
1140;2010/7/1 19:00;1.4054922471033848
1200;2010/7/1 20:00;0.5507792694616906
1260;2010/7/1 21:00;0.4306055788336174
1320;2010/7/1 22:00;0.3421646379502688
1380;2010/7/1 23:00;0.1926443195400091
1440;2010/7/2 0:00;0.1208075937193242
1500;2010/7/2 1:00;0.10546379372047357
1560;2010/7/2 2:00;0.11387778951884224
1620;2010/7/2 3:00;0.11304203955433566
1680;2010/7/2 4:00;0.1163960172462723
1740;2010/7/2 5:00;0.11125877147745418
1800;2010/7/2 6:00;0.11398358416249293
1860;2010/7/2 7:00;0.11657272653377358
1920;2010/7/2 8:00;0.10905227137538318
1980;2010/7/2 9:00;0.10935445233485318
2040;2010/7/2 10:00;0.11440235168445802
2100;2010/7/2 11:00;0.11521388205702768
2160;2010/7/2 12:00;0.12551028257207233
2220;2010/7/2 13:00;0.11275278071215383
2280;2010/7/2 14:00;0.11147423877057303
2340;2010/7/2 15:00;0.10144320108097912
2400;2010/7/2 16:00;0.12690290349078862
2460;2010/7/2 17:00;0.10720530152175033
2520;2010/7/2 18:00;0.11842280189011892
2580;2010/7/2 19:00;0.6147557354441211
2640;2010/7/2 20:00;0.37640525360438587
2700;2010/7/2 21:00;0.45355778356626975
2760;2010/7/2 22:00;0.40823942884444
2820;2010/7/2 23:00;0.10948222998706718
2880;2010/7/3 0:00;0.10657297868674202
2940;2010/7/3 1:00;0.1300268352236957
3000;2010/7/3 2:00;0.09733422203603839
3060;2010/7/3 3:00;0.1357238845854914
3120;2010/7/3 4:00;0.10443152999350735
3180;2010/7/3 5:00;0.12142525532501362
3240;2010/7/3 6:00;0.10159538267258707
3300;2010/7/3 7:00;0.10575981138973967
3360;2010/7/3 8:00;0.20905886711958105
3420;2010/7/3 9:00;0.6727995921466092
3480;2010/7/3 10:00;1.0984592269053877
3540;2010/7/3 11:00;0.8691288518120193
3600;2010/7/3 12:00;0.39730310784616235
3660;2010/7/3 13:00;0.11057429372095233
3720;2010/7/3 14:00;0.10968442020918166
3780;2010/7/3 15:00;0.11216764441466646
3840;2010/7/3 16:00;0.11853292964197862
3900;2010/7/3 17:00;0.31723313857067614
3960;2010/7/3 18:00;0.31488153204463837
4020;2010/7/3 19:00;0.4017746403302127
4080;2010/7/3 20:00;0.18861601687216986
4140;2010/7/3 21:00;0.4502107350325461
4200;2010/7/3 22:00;0.11931417731845269
4260;2010/7/3 23:00;0.11956525490992118
4320;2010/7/4 0:00;0.1119266092886471
4380;2010/7/4 1:00;0.12034533980059278
4440;2010/7/4 2:00;0.11312047369531644
4500;2010/7/4 3:00;0.10841661958757108
4560;2010/7/4 4:00;0.11026958057048775
4620;2010/7/4 5:00;0.1203228303825845
4680;2010/7/4 6:00;0.1227911547811556
4740;2010/7/4 7:00;0.10948200081775206
4800;2010/7/4 8:00;0.8069378624851407
4860;2010/7/4 9:00;0.4762027305505374
4920;2010/7/4 10:00;0.3396170460919926
4980;2010/7/4 11:00;1.471027979183431
5040;2010/7/4 12:00;0.159345839599599
5100;2010/7/4 13:00;0.30477942649838835
5160;2010/7/4 14:00;1.1006165847372027
5220;2010/7/4 15:00;0.11512516751023154
5280;2010/7/4 16:00;0.10787784244158947
5340;2010/7/4 17:00;0.11228904291569201
5400;2010/7/4 18:00;0.1232626827338775
5460;2010/7/4 19:00;0.10478503764968049
5520;2010/7/4 20:00;0.8610175758695227
5580;2010/7/4 21:00;0.5428741871081635
5640;2010/7/4 22:00;0.23358109805536442
