Electricity.Timestep;Time;Sum [kWh]
0;2010/7/1 0:00;0.03910687611904027
60;2010/7/1 1:00;0.039155924333878656
120;2010/7/1 2:00;0.03782207503335905
180;2010/7/1 3:00;0.03768891265966711
240;2010/7/1 4:00;0.040391947102676726
300;2010/7/1 5:00;0.0366923260715014
360;2010/7/1 6:00;0.03775716355973822
420;2010/7/1 7:00;0.930320150933052
480;2010/7/1 8:00;0.0597838512832858
540;2010/7/1 9:00;0.03615088260038451
600;2010/7/1 10:00;0.03686272694336247
660;2010/7/1 11:00;0.03937240798679454
720;2010/7/1 12:00;0.042753164904040845
780;2010/7/1 13:00;0.03789384256525995
840;2010/7/1 14:00;0.03913230273960103
900;2010/7/1 15:00;0.038184074988482926
960;2010/7/1 16:00;0.02843206992189824
1020;2010/7/1 17:00;0.20562431468387238
1080;2010/7/1 18:00;0.2709354853777577
1140;2010/7/1 19:00;2.3037246698129334
1200;2010/7/1 20:00;1.760612728651056
1260;2010/7/1 21:00;0.44196945312530145
1320;2010/7/1 22:00;0.32495895491873
1380;2010/7/1 23:00;0.13792294491541118
1440;2010/7/2 0:00;0.0365935802392543
1500;2010/7/2 1:00;0.03909500591259725
1560;2010/7/2 2:00;0.03793803664657495
1620;2010/7/2 3:00;0.037845699274519584
1680;2010/7/2 4:00;0.03793247396439429
1740;2010/7/2 5:00;0.03784709287887181
1800;2010/7/2 6:00;1.2381540210317428
1860;2010/7/2 7:00;0.21588743499852878
1920;2010/7/2 8:00;0.7646185745664341
1980;2010/7/2 9:00;0.05526908502888545
2040;2010/7/2 10:00;0.03520847410785618
2100;2010/7/2 11:00;0.037685279434635004
2160;2010/7/2 12:00;0.03779107562312133
2220;2010/7/2 13:00;0.03790338118277544
2280;2010/7/2 14:00;0.03804425799081244
2340;2010/7/2 15:00;0.03791208139387015
2400;2010/7/2 16:00;1.3497637048561868
2460;2010/7/2 17:00;2.635870813863986
2520;2010/7/2 18:00;1.9880389750117162
2580;2010/7/2 19:00;0.28972568181134073
2640;2010/7/2 20:00;0.3316562721856575
2700;2010/7/2 21:00;0.358867854087136
2760;2010/7/2 22:00;0.32062502356531225
2820;2010/7/2 23:00;0.1277378713536192
2880;2010/7/3 0:00;0.037567000263305825
2940;2010/7/3 1:00;0.037828501556144735
3000;2010/7/3 2:00;0.044723221707957096
3060;2010/7/3 3:00;0.03753395750475258
3120;2010/7/3 4:00;0.03796545375707222
3180;2010/7/3 5:00;0.032876082463405336
3240;2010/7/3 6:00;0.03640852015056431
3300;2010/7/3 7:00;0.9233858138376204
3360;2010/7/3 8:00;1.3513749481111594
