Electricity.Timestep;Time;Sum [kWh]
0;2010/7/1 0:00;0.05192850291251044
60;2010/7/1 1:00;0.04992868276067253
120;2010/7/1 2:00;0.04885275828501471
180;2010/7/1 3:00;0.12090229643981276
240;2010/7/1 4:00;0.0964671530510788
300;2010/7/1 5:00;0.04866869333862467
360;2010/7/1 6:00;1.4246521284250062
420;2010/7/1 7:00;1.5025219587079606
480;2010/7/1 8:00;0.5492184608014662
540;2010/7/1 9:00;0.301136238444589
600;2010/7/1 10:00;0.048463161409298953
660;2010/7/1 11:00;0.04802396669073416
720;2010/7/1 12:00;0.06806149125715821
780;2010/7/1 13:00;0.14685162031446325
840;2010/7/1 14:00;0.1956270201994399
900;2010/7/1 15:00;0.07485459713894384
960;2010/7/1 16:00;0.33070087865479486
1020;2010/7/1 17:00;0.6197293491902945
1080;2010/7/1 18:00;0.48366328815850584
1140;2010/7/1 19:00;0.9777238941449419
1200;2010/7/1 20:00;1.5480860220456814
1260;2010/7/1 21:00;0.6575572540436028
1320;2010/7/1 22:00;0.86867810221665
1380;2010/7/1 23:00;0.07220500664437364
1440;2010/7/2 0:00;0.13450041210608973
1500;2010/7/2 1:00;0.04829420733677285
1560;2010/7/2 2:00;0.04860733079858906
1620;2010/7/2 3:00;0.048352394484337875
1680;2010/7/2 4:00;0.14363171086218177
1740;2010/7/2 5:00;0.08735304536115929
1800;2010/7/2 6:00;0.9711743738655827
1860;2010/7/2 7:00;1.280685003220599
1920;2010/7/2 8:00;0.14599814240767284
1980;2010/7/2 9:00;0.060605038533956046
2040;2010/7/2 10:00;0.16442975826063322
2100;2010/7/2 11:00;0.04822146250517127
2160;2010/7/2 12:00;0.04809802825386706
2220;2010/7/2 13:00;0.05182726492491646
2280;2010/7/2 14:00;0.07394688072324843
2340;2010/7/2 15:00;0.21459889191446294
2400;2010/7/2 16:00;0.06158884961085064
2460;2010/7/2 17:00;0.04838939106138016
2520;2010/7/2 18:00;0.5622502983141027
2580;2010/7/2 19:00;0.7405478353288343
2640;2010/7/2 20:00;0.5454395629896656
2700;2010/7/2 21:00;0.4932756286951157
2760;2010/7/2 22:00;0.29010299302068865
2820;2010/7/2 23:00;0.05216493612930127
2880;2010/7/3 0:00;0.05017685940448564
2940;2010/7/3 1:00;0.0978666154941629
3000;2010/7/3 2:00;0.1243380026470398
3060;2010/7/3 3:00;0.048595061625711186
3120;2010/7/3 4:00;0.04898288581180185
3180;2010/7/3 5:00;0.04829242145332526
3240;2010/7/3 6:00;0.06276740479451019
3300;2010/7/3 7:00;1.9331775087568661
3360;2010/7/3 8:00;0.6715161334908285
3420;2010/7/3 9:00;2.2079611107797725
3480;2010/7/3 10:00;1.7472323113423494
3540;2010/7/3 11:00;2.557423328815368
3600;2010/7/3 12:00;0.6960002962949701
3660;2010/7/3 13:00;0.4227561174966053
3720;2010/7/3 14:00;1.3985930960640511
3780;2010/7/3 15:00;1.904622238040126
3840;2010/7/3 16:00;0.12319081144811339
3900;2010/7/3 17:00;0.19364842789918593
3960;2010/7/3 18:00;0.12613051676365378
4020;2010/7/3 19:00;0.9892910576160324
