Electricity.Timestep;Time;Sum [kWh]
0;2010/7/1 0:00;0.05422427966611093
60;2010/7/1 1:00;0.05705644087763342
120;2010/7/1 2:00;0.056791759248251125
180;2010/7/1 3:00;0.14551630800483908
240;2010/7/1 4:00;0.06429424659665423
300;2010/7/1 5:00;0.053720523651694316
360;2010/7/1 6:00;0.4083547704615083
420;2010/7/1 7:00;0.436226083538147
480;2010/7/1 8:00;0.20632212358235444
540;2010/7/1 9:00;0.1057029617470248
600;2010/7/1 10:00;0.05501794503807174
660;2010/7/1 11:00;0.05380490839129332
720;2010/7/1 12:00;0.05534159461755554
780;2010/7/1 13:00;0.08944581293182266
840;2010/7/1 14:00;0.11189343215242308
900;2010/7/1 15:00;0.05777415634601838
960;2010/7/1 16:00;0.05639472869324073
1020;2010/7/1 17:00;0.22670346507130285
1080;2010/7/1 18:00;2.079993260607428
1140;2010/7/1 19:00;2.6060795769884355
1200;2010/7/1 20:00;2.6099289930340754
1260;2010/7/1 21:00;0.1901448771216527
1320;2010/7/1 22:00;0.16017939057271813
1380;2010/7/1 23:00;0.058480872055082476
1440;2010/7/2 0:00;0.13409785196623905
1500;2010/7/2 1:00;0.055862069612664635
1560;2010/7/2 2:00;0.05566180080076946
1620;2010/7/2 3:00;0.055605150789133216
1680;2010/7/2 4:00;0.10563027061711543
1740;2010/7/2 5:00;0.09339730196489908
1800;2010/7/2 6:00;0.38882089843121725
1860;2010/7/2 7:00;0.4249756254765822
1920;2010/7/2 8:00;0.09661978054698313
1980;2010/7/2 9:00;0.11359272305726384
2040;2010/7/2 10:00;0.1006195457507316
2100;2010/7/2 11:00;0.05483539865405283
2160;2010/7/2 12:00;0.055199165462569595
2220;2010/7/2 13:00;0.05722629973149012
2280;2010/7/2 14:00;0.05738212208522345
2340;2010/7/2 15:00;0.12230240585173531
2400;2010/7/2 16:00;0.07630181547284427
2460;2010/7/2 17:00;0.05530347858829266
2520;2010/7/2 18:00;0.2505256642010388
2580;2010/7/2 19:00;0.8427942751583214
2640;2010/7/2 20:00;0.3095186790536557
2700;2010/7/2 21:00;0.24390082744880132
2760;2010/7/2 22:00;0.1286437186514578
2820;2010/7/2 23:00;0.055557038334871266
2880;2010/7/3 0:00;0.05446168807280591
2940;2010/7/3 1:00;0.10592779431546467
3000;2010/7/3 2:00;0.09024031254956888
3060;2010/7/3 3:00;0.055455832640295945
3120;2010/7/3 4:00;0.057327454876213844
3180;2010/7/3 5:00;0.05400201830440781
3240;2010/7/3 6:00;0.4961325070902794
3300;2010/7/3 7:00;0.41381087438893077
3360;2010/7/3 8:00;0.05626914003420921
3420;2010/7/3 9:00;0.10459189739664995
3480;2010/7/3 10:00;0.22366307686912998
3540;2010/7/3 11:00;0.4784882570195357
3600;2010/7/3 12:00;1.1023370868156166
3660;2010/7/3 13:00;0.05873259106758943
3720;2010/7/3 14:00;0.05507626460460427
3780;2010/7/3 15:00;0.08597086936976849
3840;2010/7/3 16:00;0.15518377142640494
3900;2010/7/3 17:00;0.5834893885904788
3960;2010/7/3 18:00;0.29414929926522626
4020;2010/7/3 19:00;0.08494287670317711
4080;2010/7/3 20:00;0.5384515937506067
4140;2010/7/3 21:00;0.178566001489599
4200;2010/7/3 22:00;0.2207067735816669
4260;2010/7/3 23:00;0.0663553132070086
4320;2010/7/4 0:00;0.05533966075296479
4380;2010/7/4 1:00;0.05677450505766797
4440;2010/7/4 2:00;0.05737713370267283
4500;2010/7/4 3:00;0.1311561300669026
4560;2010/7/4 4:00;0.0555704819472438
4620;2010/7/4 5:00;0.05802135646535242
4680;2010/7/4 6:00;0.05408071573323546
4740;2010/7/4 7:00;0.6472382594063264
4800;2010/7/4 8:00;0.23212156644458093
4860;2010/7/4 9:00;0.09000900521405016
4920;2010/7/4 10:00;0.5841738052837548
4980;2010/7/4 11:00;1.047722676308944
5040;2010/7/4 12:00;0.3870039645347697
5100;2010/7/4 13:00;0.1112559987528201
5160;2010/7/4 14:00;0.6325850246763037
5220;2010/7/4 15:00;0.37175583826675407
5280;2010/7/4 16:00;0.1637329835219516
5340;2010/7/4 17:00;0.13793990512283902
5400;2010/7/4 18:00;0.26105205971995493
5460;2010/7/4 19:00;0.15553723550783596
5520;2010/7/4 20:00;0.09358840932140085
5580;2010/7/4 21:00;0.11529293615014458
5640;2010/7/4 22:00;0.24584649853488041
5700;2010/7/4 23:00;0.09230031630128165
5760;2010/7/5 0:00;0.05361296274897058
5820;2010/7/5 1:00;0.05292062275129922
5880;2010/7/5 2:00;0.057412842909748185
5940;2010/7/5 3:00;0.09435454018344994
6000;2010/7/5 4:00;0.1291742327269083
6060;2010/7/5 5:00;0.0546924682675292
6120;2010/7/5 6:00;0.05410045246278797
6180;2010/7/5 7:00;0.40986680528939107
6240;2010/7/5 8:00;0.22619332159424957
6300;2010/7/5 9:00;0.09212030583372462
6360;2010/7/5 10:00;0.11531665492486178
6420;2010/7/5 11:00;0.05522176266206504
6480;2010/7/5 12:00;0.05601103037456435
6540;2010/7/5 13:00;0.05445313732696131
6600;2010/7/5 14:00;0.05393430623461476
6660;2010/7/5 15:00;0.2243132149145082
6720;2010/7/5 16:00;0.07676848798179693
6780;2010/7/5 17:00;0.19901219551064916
6840;2010/7/5 18:00;0.5512838975819364
6900;2010/7/5 19:00;0.17554628175180834
6960;2010/7/5 20:00;0.19649725616350108
7020;2010/7/5 21:00;0.74566342820992
7080;2010/7/5 22:00;0.15002087293557193
7140;2010/7/5 23:00;0.05298739074677168
7200;2010/7/6 0:00;0.05524484765716223
7260;2010/7/6 1:00;0.08863818897203464
7320;2010/7/6 2:00;0.11170806627471806
7380;2010/7/6 3:00;0.054027877164733
7440;2010/7/6 4:00;0.05550309433215259
7500;2010/7/6 5:00;0.057642221363582706
7560;2010/7/6 6:00;0.5959478057467444
7620;2010/7/6 7:00;0.13542404214611084
7680;2010/7/6 8:00;0.1471118918095375
7740;2010/7/6 9:00;0.056489291477141795
7800;2010/7/6 10:00;0.05400908979925729
7860;2010/7/6 11:00;0.0641736024001392
7920;2010/7/6 12:00;0.1389564266689101
7980;2010/7/6 13:00;0.0550954270084393
8040;2010/7/6 14:00;0.05643990170813407
8100;2010/7/6 15:00;0.052646286449914
8160;2010/7/6 16:00;0.05816454843985864
8220;2010/7/6 17:00;0.16460754679898462
8280;2010/7/6 18:00;0.17470696589217513
8340;2010/7/6 19:00;0.4201137718263837
8400;2010/7/6 20:00;0.1804467486728159
8460;2010/7/6 21:00;0.22149242231617047
8520;2010/7/6 22:00;0.24181646734781545
8580;2010/7/6 23:00;0.09614493397344696
8640;2010/7/7 0:00;0.053789448130123575
8700;2010/7/7 1:00;0.05430442251056049
8760;2010/7/7 2:00;0.05407510076247072
8820;2010/7/7 3:00;0.05770939779445199
8880;2010/7/7 4:00;0.13918287603821464
8940;2010/7/7 5:00;0.05959541169848498
9000;2010/7/7 6:00;0.05548473621143046
9060;2010/7/7 7:00;0.0566645268907279
9120;2010/7/7 8:00;0.5720929547300265
9180;2010/7/7 9:00;0.1332428982787663
9240;2010/7/7 10:00;0.055144749539119624
9300;2010/7/7 11:00;0.05469791891059243
9360;2010/7/7 12:00;0.04766241484395487
9420;2010/7/7 13:00;0.0564922471565245
9480;2010/7/7 14:00;0.13587927384662088
9540;2010/7/7 15:00;0.07208389470845974
9600;2010/7/7 16:00;0.0534919637775316
9660;2010/7/7 17:00;0.062424117256977656
9720;2010/7/7 18:00;0.07199462073776444
9780;2010/7/7 19:00;0.28899734757711376
9840;2010/7/7 20:00;0.2040538460974282
9900;2010/7/7 21:00;0.1439328221269709
9960;2010/7/7 22:00;0.14603664693971127
10020;2010/7/7 23:00;0.08405200133584481
